"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","condition_confidence_scenario","criticality_overall_score","criticality_overall_score_label","criticality_operational_score","criticality_pipe_type_score","criticality_people_impacts_score","criticality_people_impacts_dataset_s_","criticality_environmental_impacts_score","criticality_environmental_impacts_dataset_s_","criticality_infiltration_score","criticality_impact_of_failure_score","criticality_flow_ratio","criticality_confidence_scenario","Risk-score"
"CLS",1962,860,14.23,4.58,"5","None","None","None","no",5,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",24
"CLS",1962,860,3.54,4.58,"5","None","None","None","no",5,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",24
"CLS",1969,860,3.19,4.58,"5","None","None","None","no",5,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",24
"CLS",1962,860,3.05,4.58,"5","None","None","None","no",5,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",24
"CLS",1962,860,12.65,3.82,"4","None","None","None","no",1,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",21
"CLS",2011,810,9.28,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CLS",2011,810,9.13,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CLS",2011,810,5.37,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CLS",1964,910,5.04,3.31,"3","2","2009","te puna wai","no",1,1,5,"CCTV Available (10-20 Years Old) & Soil Type Not Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",17
"CLS",1969,860,1.11,3.82,"4","None","None","None","no",1,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.0205,4,4,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.8,"Diameter Used For Flow Approximation & Depth Available",21
"CONC",1973,600,10.66,2,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.01697884124742,4,2,3,5,"Schools & Hospitals",1,NA,1.5,1.875,0.0346827876210117,"Modelled Flow Data Used & Depth Available",13
"CONC",1962,750,106.26,2.24,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",4.01512800136415,4,3,3,5,"KiwiRail",1,"Aquifer - Onehunga Volcanic Aquifer",1,1.86,0.0460592567330616,"Modelled Flow Data Used & Depth Available",13
"CONC",1946,675,13.95,3.12,"3","3","2013","te puna wai","no",5,1,3,"CCTV Available (10-20 Years Old) & Soil Type Available",4.01039370433406,4,3,3,5,"Property Parcels, Schools & Hospitals",1,"Significant Ecological Area - SEA_T_6097",1,1.86,0.0548264734554416,"Modelled Flow Data Used & Depth Available",17
"CONC",1946,675,156.22,2.24,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",4.01026861465107,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,"Significant Ecological Area - SEA_T_6097",1,1.86,0.0550581210165467,"Modelled Flow Data Used & Depth Available",13
"CONC",1946,675,172.17,2.24,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",4.01023734223032,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1,1.86,0.055116032906823,"Modelled Flow Data Used & Depth Available",13
"CONC",1998,1600,308.94,2,"2","2","2014","te puna wai","no",5,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00940792331179,4,5,5,2.5,"Property Parcels",4,"NZ River Lines",5,1.635,0.236537898506195,"Modelled Flow Data Used & Depth Available",13
"CONC",1964,1500,132.58,3,"3","3","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00914290402391,4,5,5,2.5,"Property Parcels, Building Outlines",1,NA,5,1.355,0.423081749067779,"Modelled Flow Data Used & Depth Available",17
"CONC",1965,600,83.25,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00898856883633,4,2,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1,1.86,0.024039869119128,"Modelled Flow Data Used & Depth Available",13
"CONC",1965,600,100.21,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00898441848419,4,2,3,5,"Schools & Hospitals",1,NA,1,1.86,0.0240430864463656,"Modelled Flow Data Used & Depth Available",13
"CONC",1965,600,78.75,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00897196742778,4,2,3,5,"Building Outlines, Schools & Hospitals",1,NA,1,1.86,0.0240527384280783,"Modelled Flow Data Used & Depth Available",13
"CONC",1965,600,65.73,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00897196742778,4,2,3,5,"Schools & Hospitals",1,NA,1,1.86,0.0240527384280783,"Modelled Flow Data Used & Depth Available",13
"CONC",1965,600,93.12,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00896366672351,4,2,3,5,"Schools & Hospitals",1,NA,1,1.86,0.0240591730825534,"Modelled Flow Data Used & Depth Available",13
"CONC",1965,600,87.13,2.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00895536601923,4,2,3,5,"Schools & Hospitals",1,NA,1,1.86,0.0240656077370285,"Modelled Flow Data Used & Depth Available",13
"CONC",1997,600,60.39,3,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00605842022798,4,2,3,5,"NZTA",1,NA,1,1.86,0.0263113021488529,"Modelled Flow Data Used & Depth Available",17
"CONC",1997,600,46.56,3,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00605842022798,4,2,3,5,"NZTA",1,NA,1,1.86,0.0263113021488529,"Modelled Flow Data Used & Depth Available",17
"CONC",1964,600,106.32,2,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00497662611762,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1,1.86,0.0648580997821869,"Modelled Flow Data Used & Depth Available",13
"CONC",1961,635,57.79,2,"2","2","2015","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",4.00349349157734,4,3,3,5,"NZTA, Building Outlines",1,NA,1.5,1.875,0.10490045941807,"Modelled Flow Data Used & Depth Available",13
"CLS",1985,1050,50.04,2.29,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,1,3,"CCTV Available (10-20 Years Old) & Soil Type Not Available",4.0025,4,4,5,1,NA,4,"NZ River Lines",5,1.175,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2012,1026,111.86,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",1912,910,27.74,3.49,"3","2","2016","te puna wai","no",5,1,5,"CCTV Available (0-10 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",17
"CLS",2003,900,15.54,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_5288",1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2012,1026,11.47,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2017,800,5.1,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,"Aquifer - Franklin Volcanic Aquifer",1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2017,800,4.4,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,"Aquifer - Franklin Volcanic Aquifer",1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2021,1050,151.76,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"PE",2019,1000,74.6,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2021,1050,68.89,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2021,1050,63.52,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"PE",2021,801,26.29,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2021,1050,4.41,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"BRICK",1911,1050,88.32,3.08,"3","3","2013","CCTV Footage Review Log South_Latest.xls","no",1,1,4,"CCTV Available (10-20 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,"Place Of Historic Heritage - Oakley Creek historic landscape,  including stone walls,  mill site,  historic bridge,  Maori occupation site,  and karaka trees, Significant Ecological Area - SEA_T_6008",1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",17
"CONC",1965,800,73.39,3,"3","3","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",17
"CONC",1965,800,54.46,2,"2","2","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",1965,900,36.71,2,"2","2","2011","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2017,900,11.63,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",2017,900,1.98,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.001,4,4,4,2.5,"Property Parcels",1,NA,1.5,1.17,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",1961,635,86.53,2.24,"2","2","2015","te puna wai","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",3.99531010719755,4,3,3,5,"Property Parcels, Schools & Hospitals",1,NA,1.5,1.875,0.119448698315467,"Modelled Flow Data Used & Depth Available",13
"PE",2019,900,39.95,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"PE",2019,900,8.49,1.76,"2","None","None","None","no",5,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"PE",2016,800,231.17,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",1983,900,211.3,2,"2","2","2003","te puna wai","yes",1,1,2,"CCTV Available (20-30 Years Old) & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",2016,1050,110.38,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_6097, Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",2009,1050,76.21,1,"1","None","None","CCTV app","yes",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"PE",2019,1000,67.56,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels, Public Park & Sports Area",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"PE",2016,800,51.87,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"PE",2019,1000,51.38,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",2016,1050,49.98,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_6097, Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"PE",2019,1000,25.38,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",1964,1050,19.25,2,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"CONC",1985,1050,11.93,2,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",13
"PE",2016,800,10.49,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"PE",2016,800,3.76,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.995,4,4,4,2.5,"Property Parcels",1,NA,1,1.15,0.8,"Diameter Used For Flow Approximation & Depth Available",7
"CONC",1992,724,79.34,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99487940275651,4,3,3,5,"Property Parcels, Schools & Hospitals",1,"Significant Ecological Area - SEA_T_8343",1.5,1.875,0.120214395099541,"Modelled Flow Data Used & Depth Available",13
"CONC",1992,724,79.63,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99487940275651,4,3,3,5,"Property Parcels, Schools & Hospitals",1,NA,1.5,1.875,0.120214395099541,"Modelled Flow Data Used & Depth Available",7
"CONC",1992,724,40.28,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99487940275651,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1.5,1.875,0.120214395099541,"Modelled Flow Data Used & Depth Available",7
"CONC",1992,724,89.51,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99444869831547,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1.5,1.875,0.120980091883614,"Modelled Flow Data Used & Depth Available",7
"CONC",1992,724,70.69,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99444869831547,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1.5,1.875,0.120980091883614,"Modelled Flow Data Used & Depth Available",7
"CONC",1992,724,30.94,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99444869831547,4,3,3,5,"Property Parcels, Schools & Hospitals",1,NA,1.5,1.875,0.120980091883614,"Modelled Flow Data Used & Depth Available",7
"CONC",1992,724,28.77,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",3.99444869831547,4,3,3,5,"Property Parcels, Schools & Hospitals",1,NA,1.5,1.875,0.120980091883614,"Modelled Flow Data Used & Depth Available",7
"CONC",1961,635,100.87,2.24,"2","2","2015","te puna wai","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",3.99358728943339,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1.5,1.875,0.122511485451761,"Modelled Flow Data Used & Depth Available",13
"CONC",1961,635,73.15,2.24,"2","2","2015","te puna wai","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",3.99358728943339,4,3,3,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1.5,1.875,0.122511485451761,"Modelled Flow Data Used & Depth Available",13
"CONC",1961,635,56.96,3,"3","3","2015","te puna wai","no",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",3.99358728943339,4,3,3,5,"Property Parcels, Schools & Hospitals",1,NA,1.5,1.875,0.122511485451761,"Modelled Flow Data Used & Depth Available",17
