MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
CLS,1972,630,12.16,2.68,3,2,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CLS,2016,550,1.13,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,14
CLS,2013,200,2.84,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Diameter Used for Flow Approximation,14
CLS,2006,410,12.19,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CI,1970,200,272.69,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,14
AC,1960,300,512.6,2.67,3,4,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Place Of Historic Heritage - Duddings Store (former),1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1957,390,56.83,2.54,3,2,1,1,1,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1973,470,7.21,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CI,1970,520,285.55,3.46,3,2,1,3,2,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1979,520,0.42,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1960,310,1.38,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CLS,1994,390,1.39,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
PVC-U,1989,25,0.68,3.22,3,1,1,3,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1989,150,2.9,2.87,3,1,3,3,2,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,2009,470,5.61,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
PVC-U,1989,25,609.3,3.22,3,1,1,3,2,5,Soil Type Available & Modelled Pressure Available,2.945,3,5,1,2.5,Property Parcels,4,NZ River Lines,1,NA,1.57,0.2,Modelled Flow Data Used,14
CI,1949,470,20.69,2.67,3,4,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1960,390,1074.94,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,"Public Park & Sports Area, Schools & Hospitals",1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CLS,1972,150,4.3,2.68,3,2,1,3,3,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
MS,2004,500,2.4,2.78,3,1,1,3,2,4,Soil Type Available & Modelled Pressure Available,3.455,3,5,3,1,NA,1,NA,1,NA,1.56,0.4,Modelled Flow Data Used,14
PVC-U,1989,25,0.91,3.31,3,1,1,3,3,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1955,310,6.32,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CI,1912,610,12.36,3.43,3,5,1,1,3,4,Soil Type Not Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,14
CLS,2001,250,2.38,3.13,3,1,1,3,1,5,Soil Type Available & Modelled Pressure Available,2.69,3,1,3,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.15,0.2,Modelled Flow Data Used,14
CLS,1980,630,16,3.09,3,1,5,1,3,5,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Mana Whenua - Paruroa & Nihotupu,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CI,1966,80,0.6,3.23,3,2,5,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CI,1905,550,590.49,3.39,3,5,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.6825,3,2,2,2.5,Property Parcels,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,1.85,0.4,Diameter Used for Flow Approximation,14
CLS,2001,470,856.66,2.87,3,1,3,3,2,4,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,2000,760,5.94,3.09,3,1,5,1,3,5,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Mana Whenua - Paruroa & Nihotupu,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CLS,2009,470,8.42,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1997,250,2.76,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
PE,1991,15,0.16,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1968,150,0.6,2.63,3,2,1,1,2,4,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CLS,2015,400,6.97,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,14
CLS,2000,390,2.48,3.21,3,1,3,3,1,5,Soil Type Available & Modelled Pressure Available,2.9375,3,5,3,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.56,0.2,Modelled Flow Data Used,14
CLS,1985,470,21.81,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,2004,630,6.72,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CI,1980,200,2.77,3.07,3,2,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1982,310,1.03,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
MS,2004,500,2.4,2.78,3,1,1,3,2,4,Soil Type Available & Modelled Pressure Available,3.455,3,5,3,1,NA,1,NA,1,NA,1.56,0.4,Modelled Flow Data Used,14
PE,2009,25,0.17,3,3,1,5,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
MS,1970,100,0.48,3.45,3,4,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.2,Modelled Flow Data Used,14
CLS,1995,100,4.82,2.97,3,4,1,3,1,3,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CLS,1991,310,1.86,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.9375,3,5,3,1,NA,1,NA,1,NA,1.56,0.2,Modelled Flow Data Used,14
CLS,1975,310,2.69,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.2,Modelled Flow Data Used,14
AC,1973,450,363.29,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1968,470,5.97,3.11,3,2,1,3,3,4,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1974,470,0.9,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Place Of Historic Heritage - Waitakere Filter Station,1,NA,1.64,0.4,Diameter Used for Flow Approximation,14
PE,2009,25,0.11,3,3,1,5,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1974,630,8.52,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CLS,1972,630,7.01,2.85,3,2,5,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.1325,3,3,3,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,1.77,0.6,Diameter Used for Flow Approximation,14
CLS,1960,200,2.79,3.07,3,2,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1959,100,1.21,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,2006,410,1.3,2.96,3,1,3,3,3,4,Soil Type Not Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,14
CLS,2006,410,4.69,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1965,310,19.17,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
ELS,2008,600,13.1,3.48,3,1,5,3,3,5,Soil Type Available & Modelled Pressure Not Available,3.41,3,3,5,3.5,Building Outlines,1,Significant Ecological Area - SEA_T_5539,1,NA,2.71,0.6,Diameter Used for Flow Approximation,14
CLS,1970,300,4.73,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.69,3,1,3,3.5,"Public Park & Sports Area, Building Outlines",1,NA,1,NA,2.15,0.2,Modelled Flow Data Used,14
CLS,1975,310,3.23,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.2,Modelled Flow Data Used,14
CLS,2005,550,17.98,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1973,700,8.75,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Not Available,3.245,3,3,3,3.5,Building Outlines,1,NA,1,NA,2.15,0.6,Diameter Used for Flow Approximation,14
CLS,2002,390,6.22,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1972,100,4.3,2.68,3,2,1,3,3,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1974,630,3.76,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
AC,1948,225,354.04,2.91,3,5,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CI,1974,630,0.82,2.72,3,2,1,1,3,4,Soil Type Not Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,14
CLS,1980,150,1.45,3.13,3,1,1,3,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1976,100,2.05,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1999,390,3.24,2.95,3,4,1,1,5,3,Soil Type Not Available & Modelled Pressure Available,3.2675,3,5,5,1,NA,1,NA,1,NA,2.11,0.2,Modelled Flow Data Used,14
CLS,2007,630,4.74,2.61,3,1,5,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CLS,2006,150,4.32,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CI,1949,470,968.4,2.84,3,4,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1957,470,2.32,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
AC,1965,300,84.73,3.35,3,3,1,3,3,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CI,1980,100,4.16,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,14
PE,1991,25,0.24,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1972,630,43.18,2.85,3,2,5,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,14
CLS,1985,470,4.5,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1993,150,0.9,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,14
CLS,1993,100,0.8,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,14
CLS,1986,470,2.18,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1980,630,1801.74,3.09,3,1,5,1,3,5,Soil Type Available & Modelled Pressure Not Available,3.2375,3,3,3,2.5,Property Parcels,4,"NZ River Lines, Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,2.13,0.6,Diameter Used for Flow Approximation,14
CLS,1989,390,2.04,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CI,1949,470,626.6,2.67,3,4,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1992,630,24.03,2.61,3,1,5,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,14
CLS,1993,250,5.12,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1993,310,39.01,3.18,3,5,1,1,5,3,Soil Type Not Available & Modelled Pressure Available,3.2675,3,5,5,1,NA,1,Significant Ecological Area - SEA_T_3497,1,NA,2.11,0.2,Modelled Flow Data Used,14
CLS,2001,470,186.37,2.78,3,1,3,3,1,4,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_6016, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,2001,470,8.19,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_6016, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,1.64,0.4,Modelled Flow Data Used,14
CI,1970,200,214.34,2.63,3,2,1,1,2,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1966,470,269.72,2.55,3,2,5,1,4,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1989,630,3.98,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,Place Of Historic Heritage - Waitakere Filter Station,1,NA,1.91,0.6,Diameter Used for Flow Approximation,14
CI,1970,200,22.07,2.54,3,2,1,1,1,4,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,2007,470,4.38,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.69,3,2,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Diameter Used for Flow Approximation,14
CLS,2009,470,0.77,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,14
CLS,1989,250,1.68,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Modelled Flow Data Used,14
CLS,2007,200,3.33,2.69,3,1,1,3,1,4,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1997,310,3.27,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,2009,100,1.28,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,2008,150,5.92,3.39,3,1,3,3,3,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1975,390,3.07,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.7425,3,5,1,2,Public Park & Sports Area,1,NA,1,NA,1.24,0.2,Modelled Flow Data Used,14
CLS,2001,390,1.54,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.3125,3,5,4,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_6016, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,2.19,0.2,Modelled Flow Data Used,14
CLS,2009,100,1.31,3.13,3,1,1,3,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1989,100,1.01,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,2009,470,24.86,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,2001,150,1.43,3.22,3,1,1,3,2,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,Property Parcels,1,Place Of Historic Heritage - Nihotupu Filter Station,1,NA,1.91,0.2,Modelled Flow Data Used,14
PE,2006,50,1.14,3.22,3,1,1,3,2,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CI,1954,150,4.67,3.45,3,4,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
CLS,1969,150,4.29,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,14
CLS,1982,390,13.39,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,1975,310,3.35,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.2,Modelled Flow Data Used,14
CLS,1989,470,1.19,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,1972,200,4.75,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,14
CI,1912,610,28.09,3.17,3,5,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,14
ELS,2010,390,1.77,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.9375,3,5,3,1,NA,1,NA,1,NA,1.56,0.2,Modelled Flow Data Used,14
CLS,1989,470,3.75,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,14
CLS,2002,300,1.69,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.69,3,1,3,3.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Pumphouse,1,NA,2.15,0.2,Modelled Flow Data Used,14
CI,1970,250,2.1,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,14
CI,1932,200,2.11,2.82,3,5,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,14
CLS,2002,200,3.25,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.5475,3,1,3,2.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Pumphouse,1,NA,1.91,0.2,Modelled Flow Data Used,14
CI,1970,250,492.67,2.54,3,2,1,1,1,4,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.6,0.2,Modelled Flow Data Used,14
CLS,1999,390,47.56,3.42,3,4,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,14
